====================================================================================================
EOD OHLCV DATA SOURCE VERIFICATION REPORT
Generated: 2026-02-01 19:05:30
====================================================================================================

SUMMARY
--------------------------------------------------
  Market Summary CSV files: 915
  Closing Rates PDF files:  1
  Dates in Database:        1259

  Dates in CSV but not DB:  0
  Dates in PDF but not DB:  0
  Dates in DB but not files: 343

====================================================================================================
DETAILED DATE BREAKDOWN (showing dates with mismatches or multiple sources)
====================================================================================================
Date         CSV      PDF      DB       DB Sources                               Status
2024-04-22   713      0        714      market_summary:714                       CSV_MISMATCH
2024-04-23   695      0        696      market_summary:696                       CSV_MISMATCH
2024-04-24   713      0        714      market_summary:714                       CSV_MISMATCH
2024-04-25   722      0        723      market_summary:723                       CSV_MISMATCH
2024-04-26   717      0        718      market_summary:718                       CSV_MISMATCH
2024-04-29   729      0        730      market_summary:730                       CSV_MISMATCH
2024-04-30   735      0        736      market_summary:736                       CSV_MISMATCH
2024-05-02   694      0        695      market_summary:695                       CSV_MISMATCH
2024-05-03   723      0        724      market_summary:724                       CSV_MISMATCH
2024-05-06   735      0        736      market_summary:736                       CSV_MISMATCH
2024-05-07   720      0        721      market_summary:721                       CSV_MISMATCH
2024-05-08   722      0        723      market_summary:723                       CSV_MISMATCH
2024-05-09   707      0        708      market_summary:708                       CSV_MISMATCH
2024-05-10   714      0        715      market_summary:715                       CSV_MISMATCH
2024-05-13   716      0        717      market_summary:717                       CSV_MISMATCH
2024-05-14   720      0        721      market_summary:721                       CSV_MISMATCH
2024-05-15   713      0        714      market_summary:714                       CSV_MISMATCH
2024-05-16   704      0        705      market_summary:705                       CSV_MISMATCH
2024-05-17   716      0        717      market_summary:717                       CSV_MISMATCH
2024-05-20   709      0        710      market_summary:710                       CSV_MISMATCH
2024-05-21   713      0        714      market_summary:714                       CSV_MISMATCH
2024-05-22   725      0        726      market_summary:726                       CSV_MISMATCH
2024-05-23   707      0        708      market_summary:708                       CSV_MISMATCH
2024-05-24   713      0        714      market_summary:714                       CSV_MISMATCH
2024-05-27   741      0        743      market_summary:743                       CSV_MISMATCH
2024-05-29   734      0        735      market_summary:735                       CSV_MISMATCH
2024-05-30   743      0        744      market_summary:744                       CSV_MISMATCH
2024-05-31   762      0        763      market_summary:763                       CSV_MISMATCH
2024-06-03   754      0        755      market_summary:755                       CSV_MISMATCH
2024-06-04   776      0        777      market_summary:777                       CSV_MISMATCH
2024-06-05   765      0        766      market_summary:766                       CSV_MISMATCH
2024-06-06   776      0        777      market_summary:777                       CSV_MISMATCH
2024-06-07   761      0        762      market_summary:762                       CSV_MISMATCH
2024-06-10   761      0        762      market_summary:762                       CSV_MISMATCH
2024-06-11   759      0        760      market_summary:760                       CSV_MISMATCH
2024-06-12   757      0        758      market_summary:758                       CSV_MISMATCH
2024-06-13   751      0        752      market_summary:752                       CSV_MISMATCH
2024-06-14   761      0        762      market_summary:762                       CSV_MISMATCH
2024-06-20   770      0        771      market_summary:771                       CSV_MISMATCH
2024-06-21   765      0        766      market_summary:766                       CSV_MISMATCH
2024-06-24   765      0        766      market_summary:766                       CSV_MISMATCH
2024-06-25   765      0        766      market_summary:766                       CSV_MISMATCH
2024-06-26   778      0        779      market_summary:779                       CSV_MISMATCH
2024-06-27   748      0        749      market_summary:749                       CSV_MISMATCH
2024-06-28   759      0        760      market_summary:760                       CSV_MISMATCH
2024-07-01   736      0        737      market_summary:737                       CSV_MISMATCH
2024-07-02   752      0        753      market_summary:753                       CSV_MISMATCH
2024-07-03   767      0        768      market_summary:768                       CSV_MISMATCH
2024-07-04   759      0        761      market_summary:761                       CSV_MISMATCH
2024-07-05   748      0        750      market_summary:750                       CSV_MISMATCH
2024-07-08   743      0        744      market_summary:744                       CSV_MISMATCH
2024-07-09   763      0        764      market_summary:764                       CSV_MISMATCH
2024-07-10   757      0        758      market_summary:758                       CSV_MISMATCH
2024-07-11   762      0        763      market_summary:763                       CSV_MISMATCH
2024-07-12   763      0        764      market_summary:764                       CSV_MISMATCH
2024-07-15   773      0        774      market_summary:774                       CSV_MISMATCH
2024-07-18   775      0        776      market_summary:776                       CSV_MISMATCH
2024-07-19   768      0        769      market_summary:769                       CSV_MISMATCH
2024-07-22   766      0        767      market_summary:767                       CSV_MISMATCH
2024-07-23   753      0        754      market_summary:754                       CSV_MISMATCH
2024-07-24   749      0        750      market_summary:750                       CSV_MISMATCH
2024-07-25   763      0        764      market_summary:764                       CSV_MISMATCH
2024-07-26   749      0        750      market_summary:750                       CSV_MISMATCH
2024-07-29   775      0        776      market_summary:776                       CSV_MISMATCH
2024-07-30   791      0        792      market_summary:792                       CSV_MISMATCH
2024-07-31   781      0        782      market_summary:782                       CSV_MISMATCH
2024-08-01   769      0        771      market_summary:771                       CSV_MISMATCH
2024-08-02   778      0        780      market_summary:780                       CSV_MISMATCH
2024-08-05   804      0        805      market_summary:805                       CSV_MISMATCH
2024-08-06   813      0        815      market_summary:815                       CSV_MISMATCH
2024-08-07   793      0        795      market_summary:795                       CSV_MISMATCH
2024-08-08   772      0        774      market_summary:774                       CSV_MISMATCH
2024-08-09   788      0        790      market_summary:790                       CSV_MISMATCH
2024-08-12   0        0        136      per_symbol_api:136                       API_ONLY
2024-08-13   0        0        138      per_symbol_api:138                       API_ONLY
2024-08-15   0        0        138      per_symbol_api:138                       API_ONLY
2024-08-16   0        0        137      per_symbol_api:137                       API_ONLY
2024-08-19   0        0        141      per_symbol_api:141                       API_ONLY
2024-08-20   0        0        144      per_symbol_api:144                       API_ONLY
2024-08-21   0        0        141      per_symbol_api:141                       API_ONLY
2024-08-22   0        0        146      per_symbol_api:146                       API_ONLY
2024-08-23   0        0        141      per_symbol_api:141                       API_ONLY
2024-08-26   0        0        135      per_symbol_api:135                       API_ONLY
2024-08-27   0        0        139      per_symbol_api:139                       API_ONLY
2024-08-28   0        0        141      per_symbol_api:141                       API_ONLY
2024-08-29   0        0        143      per_symbol_api:143                       API_ONLY
2024-08-30   0        0        218      per_symbol_api:218                       API_ONLY
2024-09-02   0        0        218      per_symbol_api:218                       API_ONLY
2024-09-03   0        0        218      per_symbol_api:218                       API_ONLY
2024-09-04   0        0        218      per_symbol_api:218                       API_ONLY
2024-09-05   0        0        218      per_symbol_api:218                       API_ONLY
2024-09-06   0        0        218      per_symbol_api:218                       API_ONLY
2024-09-09   0        0        218      per_symbol_api:218                       API_ONLY
2024-09-10   0        0        218      per_symbol_api:218                       API_ONLY
2024-09-11   0        0        218      per_symbol_api:218                       API_ONLY
2024-09-12   0        0        218      per_symbol_api:218                       API_ONLY
2024-09-13   0        0        218      per_symbol_api:218                       API_ONLY
2024-09-16   0        0        218      per_symbol_api:218                       API_ONLY
2024-09-18   0        0        218      per_symbol_api:218                       API_ONLY
2024-09-19   0        0        218      per_symbol_api:218                       API_ONLY
2024-09-20   0        0        218      per_symbol_api:218                       API_ONLY
2024-09-23   0        0        218      per_symbol_api:218                       API_ONLY
2024-09-24   0        0        218      per_symbol_api:218                       API_ONLY
2024-09-25   0        0        218      per_symbol_api:218                       API_ONLY
2024-09-26   0        0        218      per_symbol_api:218                       API_ONLY
2024-09-27   0        0        140      per_symbol_api:140                       API_ONLY
2024-09-30   0        0        142      per_symbol_api:142                       API_ONLY
2024-10-01   0        0        137      per_symbol_api:137                       API_ONLY
2024-10-02   0        0        143      per_symbol_api:143                       API_ONLY
2024-10-03   0        0        147      per_symbol_api:147                       API_ONLY
2024-10-04   0        0        144      per_symbol_api:144                       API_ONLY
2024-10-07   0        0        145      per_symbol_api:145                       API_ONLY
2024-10-08   0        0        143      per_symbol_api:143                       API_ONLY
2024-10-09   0        0        140      per_symbol_api:140                       API_ONLY
2024-10-10   0        0        139      per_symbol_api:139                       API_ONLY
2024-10-11   0        0        139      per_symbol_api:139                       API_ONLY
2024-10-14   0        0        140      per_symbol_api:140                       API_ONLY
2024-10-15   0        0        141      per_symbol_api:141                       API_ONLY
2024-10-16   0        0        142      per_symbol_api:142                       API_ONLY
2024-10-17   0        0        145      per_symbol_api:145                       API_ONLY
2024-10-18   0        0        140      per_symbol_api:140                       API_ONLY
2024-10-21   0        0        141      per_symbol_api:141                       API_ONLY
2024-10-22   0        0        144      per_symbol_api:144                       API_ONLY
2024-10-23   0        0        145      per_symbol_api:145                       API_ONLY
2024-10-24   0        0        142      per_symbol_api:142                       API_ONLY
2024-10-25   0        0        144      per_symbol_api:144                       API_ONLY
2024-10-28   0        0        145      per_symbol_api:145                       API_ONLY
2024-10-29   0        0        138      per_symbol_api:138                       API_ONLY
2024-10-30   0        0        141      per_symbol_api:141                       API_ONLY
2024-10-31   0        0        140      per_symbol_api:140                       API_ONLY
2024-11-01   0        0        137      per_symbol_api:137                       API_ONLY
2024-11-04   0        0        143      per_symbol_api:143                       API_ONLY
2024-11-05   0        0        141      per_symbol_api:141                       API_ONLY
2024-11-06   0        0        142      per_symbol_api:142                       API_ONLY
2024-11-07   0        0        143      per_symbol_api:143                       API_ONLY
2024-11-08   0        0        140      per_symbol_api:140                       API_ONLY
2024-11-11   0        0        139      per_symbol_api:139                       API_ONLY
2024-11-12   0        0        142      per_symbol_api:142                       API_ONLY
2024-11-13   0        0        142      per_symbol_api:142                       API_ONLY
2024-11-14   0        0        148      per_symbol_api:148                       API_ONLY
2024-11-15   0        0        151      per_symbol_api:151                       API_ONLY
2024-11-18   0        0        146      per_symbol_api:146                       API_ONLY
2024-11-19   0        0        146      per_symbol_api:146                       API_ONLY
2024-11-20   0        0        142      per_symbol_api:142                       API_ONLY
2024-11-21   0        0        142      per_symbol_api:142                       API_ONLY
2024-11-22   0        0        141      per_symbol_api:141                       API_ONLY
2024-11-25   0        0        148      per_symbol_api:148                       API_ONLY
2024-11-26   0        0        139      per_symbol_api:139                       API_ONLY
2024-11-27   0        0        142      per_symbol_api:142                       API_ONLY
2024-11-28   0        0        143      per_symbol_api:143                       API_ONLY
2024-11-29   0        0        144      per_symbol_api:144                       API_ONLY
2024-12-02   0        0        149      per_symbol_api:149                       API_ONLY
2024-12-03   0        0        147      per_symbol_api:147                       API_ONLY
2024-12-04   0        0        146      per_symbol_api:146                       API_ONLY
2024-12-05   0        0        147      per_symbol_api:147                       API_ONLY
2024-12-06   0        0        148      per_symbol_api:148                       API_ONLY
2024-12-09   0        0        146      per_symbol_api:146                       API_ONLY
2024-12-10   0        0        147      per_symbol_api:147                       API_ONLY
2024-12-11   0        0        147      per_symbol_api:147                       API_ONLY
2024-12-12   0        0        147      per_symbol_api:147                       API_ONLY
2024-12-13   0        0        145      per_symbol_api:145                       API_ONLY
2024-12-16   0        0        152      per_symbol_api:152                       API_ONLY
2024-12-17   0        0        148      per_symbol_api:148                       API_ONLY
2024-12-18   0        0        147      per_symbol_api:147                       API_ONLY
2024-12-19   0        0        149      per_symbol_api:149                       API_ONLY
2024-12-20   0        0        146      per_symbol_api:146                       API_ONLY
2024-12-23   0        0        149      per_symbol_api:149                       API_ONLY
2024-12-24   0        0        142      per_symbol_api:142                       API_ONLY
2024-12-26   0        0        141      per_symbol_api:141                       API_ONLY
2024-12-27   0        0        139      per_symbol_api:139                       API_ONLY
2024-12-30   0        0        143      per_symbol_api:143                       API_ONLY
2024-12-31   0        0        143      per_symbol_api:143                       API_ONLY
2025-01-01   0        0        145      per_symbol_api:145                       API_ONLY
2025-01-02   0        0        148      per_symbol_api:148                       API_ONLY
2025-01-03   0        0        143      per_symbol_api:143                       API_ONLY
2025-01-06   0        0        144      per_symbol_api:144                       API_ONLY
2025-01-07   0        0        142      per_symbol_api:142                       API_ONLY
2025-01-08   0        0        145      per_symbol_api:145                       API_ONLY
2025-01-09   0        0        146      per_symbol_api:146                       API_ONLY
2025-01-10   0        0        141      per_symbol_api:141                       API_ONLY
2025-01-13   0        0        142      per_symbol_api:142                       API_ONLY
2025-01-14   0        0        147      per_symbol_api:147                       API_ONLY
2025-01-15   0        0        145      per_symbol_api:145                       API_ONLY
2025-01-16   0        0        147      per_symbol_api:147                       API_ONLY
2025-01-17   0        0        146      per_symbol_api:146                       API_ONLY
2025-01-20   770      0        773      market_summary:773                       CSV_MISMATCH
2025-01-21   0        0        140      per_symbol_api:140                       API_ONLY
2025-01-22   0        0        145      per_symbol_api:145                       API_ONLY
2025-01-23   0        0        142      per_symbol_api:142                       API_ONLY
2025-01-24   0        0        146      per_symbol_api:146                       API_ONLY
2025-01-27   0        0        141      per_symbol_api:141                       API_ONLY
2025-01-28   0        0        142      per_symbol_api:142                       API_ONLY
2025-01-29   0        0        140      per_symbol_api:140                       API_ONLY
2025-01-30   0        0        143      per_symbol_api:143                       API_ONLY
2025-01-31   0        0        146      per_symbol_api:146                       API_ONLY
2025-02-03   0        0        146      per_symbol_api:146                       API_ONLY
2025-02-04   0        0        144      per_symbol_api:144                       API_ONLY
2025-02-06   0        0        137      per_symbol_api:137                       API_ONLY
2025-02-07   0        0        144      per_symbol_api:144                       API_ONLY
2025-02-10   0        0        138      per_symbol_api:138                       API_ONLY
2025-02-11   0        0        144      per_symbol_api:144                       API_ONLY
2025-02-12   0        0        141      per_symbol_api:141                       API_ONLY
2025-02-13   0        0        144      per_symbol_api:144                       API_ONLY
2025-02-14   0        0        141      per_symbol_api:141                       API_ONLY
2025-02-17   0        0        141      per_symbol_api:141                       API_ONLY
2025-02-18   0        0        146      per_symbol_api:146                       API_ONLY
2025-02-19   0        0        147      per_symbol_api:147                       API_ONLY
2025-02-20   0        0        143      per_symbol_api:143                       API_ONLY
2025-02-21   0        0        146      per_symbol_api:146                       API_ONLY
2025-02-24   0        0        140      per_symbol_api:140                       API_ONLY
2025-02-25   0        0        146      per_symbol_api:146                       API_ONLY
2025-02-26   0        0        144      per_symbol_api:144                       API_ONLY
2025-02-27   0        0        143      per_symbol_api:143                       API_ONLY
2025-02-28   0        0        141      per_symbol_api:141                       API_ONLY
2025-03-03   0        0        138      per_symbol_api:138                       API_ONLY
2025-03-04   0        0        137      per_symbol_api:137                       API_ONLY
2025-03-05   0        0        140      per_symbol_api:140                       API_ONLY
2025-03-06   0        0        141      per_symbol_api:141                       API_ONLY
2025-03-07   0        0        137      per_symbol_api:137                       API_ONLY
2025-03-10   0        0        138      per_symbol_api:138                       API_ONLY
2025-03-11   0        0        138      per_symbol_api:138                       API_ONLY
2025-03-12   0        0        135      per_symbol_api:135                       API_ONLY
2025-03-13   0        0        139      per_symbol_api:139                       API_ONLY
2025-03-14   0        0        139      per_symbol_api:139                       API_ONLY
2025-03-17   0        0        142      per_symbol_api:142                       API_ONLY
2025-03-18   0        0        142      per_symbol_api:142                       API_ONLY
2025-03-19   0        0        138      per_symbol_api:138                       API_ONLY
2025-03-20   0        0        143      per_symbol_api:143                       API_ONLY
2025-03-21   0        0        141      per_symbol_api:141                       API_ONLY
2025-03-24   0        0        150      per_symbol_api:150                       API_ONLY
2025-03-25   0        0        139      per_symbol_api:139                       API_ONLY
2025-03-26   0        0        139      per_symbol_api:139                       API_ONLY
2025-03-27   0        0        145      per_symbol_api:145                       API_ONLY
2025-04-03   0        0        143      per_symbol_api:143                       API_ONLY
2025-04-04   0        0        149      per_symbol_api:149                       API_ONLY
2025-04-07   0        0        148      per_symbol_api:148                       API_ONLY
2025-04-08   0        0        147      per_symbol_api:147                       API_ONLY
2025-04-09   0        0        141      per_symbol_api:141                       API_ONLY
2025-04-10   0        0        143      per_symbol_api:143                       API_ONLY
2025-04-11   0        0        140      per_symbol_api:140                       API_ONLY
2025-04-14   0        0        144      per_symbol_api:144                       API_ONLY
2025-04-15   0        0        140      per_symbol_api:140                       API_ONLY
2025-04-16   0        0        142      per_symbol_api:142                       API_ONLY
2025-04-17   0        0        139      per_symbol_api:139                       API_ONLY
2025-04-18   0        0        139      per_symbol_api:139                       API_ONLY
2025-04-21   0        0        142      per_symbol_api:142                       API_ONLY
2025-04-22   0        0        147      per_symbol_api:147                       API_ONLY
2025-04-23   0        0        149      per_symbol_api:149                       API_ONLY
2025-04-24   0        0        146      per_symbol_api:146                       API_ONLY
2025-04-25   0        0        143      per_symbol_api:143                       API_ONLY
2025-04-28   0        0        146      per_symbol_api:146                       API_ONLY
2025-04-29   0        0        143      per_symbol_api:143                       API_ONLY
2025-04-30   0        0        146      per_symbol_api:146                       API_ONLY
2025-05-02   0        0        144      per_symbol_api:144                       API_ONLY
2025-05-05   0        0        146      per_symbol_api:146                       API_ONLY
2025-05-06   0        0        145      per_symbol_api:145                       API_ONLY
2025-05-07   0        0        145      per_symbol_api:145                       API_ONLY
2025-05-08   0        0        148      per_symbol_api:148                       API_ONLY
2025-05-09   0        0        144      per_symbol_api:144                       API_ONLY
2025-05-12   0        0        149      per_symbol_api:149                       API_ONLY
2025-05-13   0        0        149      per_symbol_api:149                       API_ONLY
2025-05-14   0        0        145      per_symbol_api:145                       API_ONLY
2025-05-15   0        0        145      per_symbol_api:145                       API_ONLY
2025-05-16   0        0        152      per_symbol_api:152                       API_ONLY
2025-05-19   0        0        154      per_symbol_api:154                       API_ONLY
2025-05-20   0        0        150      per_symbol_api:150                       API_ONLY
2025-05-21   0        0        150      per_symbol_api:150                       API_ONLY
2025-05-22   0        0        150      per_symbol_api:150                       API_ONLY
2025-05-23   0        0        149      per_symbol_api:149                       API_ONLY
2025-05-26   0        0        149      per_symbol_api:149                       API_ONLY
2025-05-27   0        0        150      per_symbol_api:150                       API_ONLY
2025-05-29   0        0        152      per_symbol_api:152                       API_ONLY
2025-05-30   0        0        155      per_symbol_api:155                       API_ONLY
2025-06-02   0        0        153      per_symbol_api:153                       API_ONLY
2025-06-03   0        0        153      per_symbol_api:153                       API_ONLY
2025-06-04   0        0        156      per_symbol_api:156                       API_ONLY
2025-06-05   0        0        155      per_symbol_api:155                       API_ONLY
2025-06-10   0        0        153      per_symbol_api:153                       API_ONLY
2025-06-11   0        0        154      per_symbol_api:154                       API_ONLY
2025-06-12   0        0        152      per_symbol_api:152                       API_ONLY
2025-06-13   0        0        150      per_symbol_api:150                       API_ONLY
2025-06-16   0        0        153      per_symbol_api:153                       API_ONLY
2025-06-17   0        0        154      per_symbol_api:154                       API_ONLY
2025-06-18   0        0        152      per_symbol_api:152                       API_ONLY
2025-06-19   0        0        147      per_symbol_api:147                       API_ONLY
2025-06-20   0        0        148      per_symbol_api:148                       API_ONLY
2025-06-23   0        0        149      per_symbol_api:149                       API_ONLY
2025-06-24   0        0        149      per_symbol_api:149                       API_ONLY
2025-06-25   0        0        151      per_symbol_api:151                       API_ONLY
2025-06-26   0        0        153      per_symbol_api:153                       API_ONLY
2025-06-27   0        0        156      per_symbol_api:156                       API_ONLY
2025-06-30   0        0        157      per_symbol_api:157                       API_ONLY
2025-07-01   0        0        155      per_symbol_api:155                       API_ONLY
2025-07-02   0        0        153      per_symbol_api:153                       API_ONLY
2025-07-03   0        0        152      per_symbol_api:152                       API_ONLY
2025-07-04   0        0        155      per_symbol_api:155                       API_ONLY
2025-07-07   0        0        157      per_symbol_api:157                       API_ONLY
2025-07-08   0        0        155      per_symbol_api:155                       API_ONLY
2025-07-09   0        0        156      per_symbol_api:156                       API_ONLY
2025-07-10   0        0        158      per_symbol_api:158                       API_ONLY
2025-07-11   0        0        155      per_symbol_api:155                       API_ONLY
2025-07-14   0        0        155      per_symbol_api:155                       API_ONLY
2025-07-15   0        0        156      per_symbol_api:156                       API_ONLY
2025-07-16   0        0        160      per_symbol_api:160                       API_ONLY
2025-07-17   0        0        159      per_symbol_api:159                       API_ONLY
2025-07-18   0        0        157      per_symbol_api:157                       API_ONLY
2025-07-21   0        0        157      per_symbol_api:157                       API_ONLY
2025-07-22   0        0        158      per_symbol_api:158                       API_ONLY
2025-07-23   0        0        156      per_symbol_api:156                       API_ONLY
2025-07-24   0        0        158      per_symbol_api:158                       API_ONLY
2025-07-25   0        0        156      per_symbol_api:156                       API_ONLY
2025-07-28   0        0        158      per_symbol_api:158                       API_ONLY
2025-07-29   0        0        159      per_symbol_api:159                       API_ONLY
2025-07-30   0        0        158      per_symbol_api:158                       API_ONLY
2025-07-31   0        0        158      per_symbol_api:158                       API_ONLY
2025-08-01   0        0        158      per_symbol_api:158                       API_ONLY
2025-08-04   0        0        157      per_symbol_api:157                       API_ONLY
2025-08-05   0        0        159      per_symbol_api:159                       API_ONLY
2025-08-06   0        0        158      per_symbol_api:158                       API_ONLY
2025-08-07   0        0        156      per_symbol_api:156                       API_ONLY
2025-08-08   0        0        156      per_symbol_api:156                       API_ONLY
2025-08-11   0        0        155      per_symbol_api:155                       API_ONLY
2025-08-12   0        0        157      per_symbol_api:157                       API_ONLY
2025-08-13   0        0        158      per_symbol_api:158                       API_ONLY
2025-08-15   0        0        158      per_symbol_api:158                       API_ONLY
2025-08-18   0        0        160      per_symbol_api:160                       API_ONLY
2025-08-19   0        0        155      per_symbol_api:155                       API_ONLY
2025-08-20   0        0        161      per_symbol_api:161                       API_ONLY
2025-08-21   0        0        155      per_symbol_api:155                       API_ONLY
2025-08-22   0        0        154      per_symbol_api:154                       API_ONLY
2025-08-25   0        0        156      per_symbol_api:156                       API_ONLY
2025-08-26   0        0        156      per_symbol_api:156                       API_ONLY
2025-08-27   0        0        156      per_symbol_api:156                       API_ONLY
2025-08-28   0        0        154      per_symbol_api:154                       API_ONLY
2025-08-29   0        0        155      per_symbol_api:155                       API_ONLY
2025-09-01   0        0        157      per_symbol_api:157                       API_ONLY
2025-09-02   0        0        155      per_symbol_api:155                       API_ONLY
2025-09-03   0        0        155      per_symbol_api:155                       API_ONLY
2025-09-04   0        0        156      per_symbol_api:156                       API_ONLY
2025-09-05   0        0        158      per_symbol_api:158                       API_ONLY
2025-09-08   0        0        156      per_symbol_api:156                       API_ONLY
2025-09-09   0        0        155      per_symbol_api:155                       API_ONLY
2025-09-10   0        0        159      per_symbol_api:159                       API_ONLY
2025-09-11   0        0        158      per_symbol_api:158                       API_ONLY
2025-09-12   0        0        157      per_symbol_api:157                       API_ONLY
2025-09-15   0        0        158      per_symbol_api:158                       API_ONLY
2025-09-16   0        0        158      per_symbol_api:158                       API_ONLY
2025-09-17   0        0        160      per_symbol_api:160                       API_ONLY
2025-09-18   0        0        160      per_symbol_api:160                       API_ONLY
2025-09-19   0        0        160      per_symbol_api:160                       API_ONLY
2025-09-22   0        0        158      per_symbol_api:158                       API_ONLY
2025-09-23   0        0        158      per_symbol_api:158                       API_ONLY
2025-09-24   0        0        160      per_symbol_api:160                       API_ONLY
2025-09-25   0        0        161      per_symbol_api:161                       API_ONLY
2025-09-26   0        0        159      per_symbol_api:159                       API_ONLY
2025-09-29   0        0        159      per_symbol_api:159                       API_ONLY
2025-09-30   0        0        159      per_symbol_api:159                       API_ONLY
2025-10-01   0        0        159      per_symbol_api:159                       API_ONLY
2025-10-02   0        0        160      per_symbol_api:160                       API_ONLY
2025-10-03   0        0        160      per_symbol_api:160                       API_ONLY
2025-10-06   0        0        160      per_symbol_api:160                       API_ONLY
2025-10-07   0        0        160      per_symbol_api:160                       API_ONLY
2025-10-08   0        0        156      per_symbol_api:156                       API_ONLY
2025-10-09   0        0        156      per_symbol_api:156                       API_ONLY
2025-10-10   0        0        155      per_symbol_api:155                       API_ONLY
2025-10-13   0        0        159      per_symbol_api:159                       API_ONLY
2025-10-14   0        0        157      per_symbol_api:157                       API_ONLY
2025-10-15   0        0        161      per_symbol_api:161                       API_ONLY
2025-10-16   0        0        157      per_symbol_api:157                       API_ONLY
2025-10-17   0        0        157      per_symbol_api:157                       API_ONLY
2025-10-20   0        0        157      per_symbol_api:157                       API_ONLY
2025-10-21   0        0        160      per_symbol_api:160                       API_ONLY
2025-10-22   0        0        151      per_symbol_api:151                       API_ONLY
2025-10-23   0        0        153      per_symbol_api:153                       API_ONLY
2025-10-24   0        0        155      per_symbol_api:155                       API_ONLY
2025-10-27   0        0        159      per_symbol_api:159                       API_ONLY
2025-10-28   0        0        155      per_symbol_api:155                       API_ONLY
2025-10-29   0        0        155      per_symbol_api:155                       API_ONLY
2025-10-30   0        0        155      per_symbol_api:155                       API_ONLY
2025-10-31   0        0        159      per_symbol_api:159                       API_ONLY
2025-11-03   0        0        159      per_symbol_api:159                       API_ONLY
2025-11-04   0        0        154      per_symbol_api:154                       API_ONLY
2025-11-05   0        0        155      per_symbol_api:155                       API_ONLY
2025-11-06   0        0        156      per_symbol_api:156                       API_ONLY
2025-11-07   0        0        153      per_symbol_api:153                       API_ONLY
2025-11-10   0        0        154      per_symbol_api:154                       API_ONLY
2025-11-11   0        0        158      per_symbol_api:158                       API_ONLY
2025-11-12   0        0        157      per_symbol_api:157                       API_ONLY
2025-11-13   0        0        155      per_symbol_api:155                       API_ONLY
2025-11-14   0        0        154      per_symbol_api:154                       API_ONLY
2025-11-17   0        0        155      per_symbol_api:155                       API_ONLY
2025-11-18   0        0        153      per_symbol_api:153                       API_ONLY
2025-11-19   0        0        158      per_symbol_api:158                       API_ONLY
2025-11-20   0        0        152      per_symbol_api:152                       API_ONLY
2025-11-21   0        0        154      per_symbol_api:154                       API_ONLY
2025-11-24   0        0        152      per_symbol_api:152                       API_ONLY
2025-11-25   0        0        154      per_symbol_api:154                       API_ONLY
2025-11-26   0        0        154      per_symbol_api:154                       API_ONLY
2025-11-27   0        0        158      per_symbol_api:158                       API_ONLY
2025-11-28   0        0        156      per_symbol_api:156                       API_ONLY
2025-12-01   0        0        159      per_symbol_api:159                       API_ONLY
2025-12-02   0        0        158      per_symbol_api:158                       API_ONLY
2025-12-03   0        0        152      per_symbol_api:152                       API_ONLY
2025-12-04   0        0        156      per_symbol_api:156                       API_ONLY
2025-12-05   0        0        155      per_symbol_api:155                       API_ONLY
2025-12-08   0        0        157      per_symbol_api:157                       API_ONLY
2025-12-09   0        0        156      per_symbol_api:156                       API_ONLY
2025-12-10   0        0        156      per_symbol_api:156                       API_ONLY
2025-12-11   0        0        158      per_symbol_api:158                       API_ONLY
2025-12-12   0        0        156      per_symbol_api:156                       API_ONLY
2025-12-15   0        0        157      per_symbol_api:157                       API_ONLY
2025-12-16   0        0        155      per_symbol_api:155                       API_ONLY
2025-12-17   0        0        158      per_symbol_api:158                       API_ONLY
2025-12-18   0        0        158      per_symbol_api:158                       API_ONLY
2025-12-19   0        0        160      per_symbol_api:160                       API_ONLY
2025-12-22   1069     0        1071     market_summary:1071                      CSV_MISMATCH
2025-12-23   1055     0        1057     market_summary:1057                      CSV_MISMATCH
2025-12-24   1055     0        1057     market_summary:1057                      CSV_MISMATCH
2025-12-26   1054     0        1056     market_summary:1056                      CSV_MISMATCH
2025-12-29   1069     0        1071     market_summary:1071                      CSV_MISMATCH
2025-12-30   1054     0        1056     market_summary:1056                      CSV_MISMATCH
2025-12-31   1050     0        1052     market_summary:1052                      CSV_MISMATCH
2026-01-01   1046     0        1048     market_summary:1048                      CSV_MISMATCH
2026-01-02   1062     0        1064     market_summary:1064                      CSV_MISMATCH
2026-01-05   1059     0        1061     market_summary:1061                      CSV_MISMATCH
2026-01-06   1060     0        1062     market_summary:1062                      CSV_MISMATCH
2026-01-07   1061     0        1062     market_summary:1062                      CSV_MISMATCH
2026-01-08   1059     0        1061     market_summary:1061                      CSV_MISMATCH
2026-01-09   1046     0        1048     market_summary:1048                      CSV_MISMATCH
2026-01-12   1055     0        1057     market_summary:1057                      CSV_MISMATCH
2026-01-13   1052     0        1054     market_summary:1054                      CSV_MISMATCH
2026-01-14   1066     0        1068     market_summary:1068                      CSV_MISMATCH
2026-01-15   1063     0        1065     market_summary:1065                      CSV_MISMATCH
2026-01-16   1064     0        1066     market_summary:1066                      CSV_MISMATCH
2026-01-19   1053     0        1055     market_summary:1055                      CSV_MISMATCH
2026-01-20   1070     0        1072     market_summary:1072                      CSV_MISMATCH
2026-01-21   1063     0        1065     market_summary:1065                      CSV_MISMATCH
2026-01-22   1058     0        1060     market_summary:1060                      CSV_MISMATCH
